id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,teamName,Position
2773657265,584,68,2,77,37,28au628w8n2jhgujuwh3y5d8k,0,85,63.9,2025-02-08T15:39:11.614Z,2025-02-08T15:39:12Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773657457,588,68,2,77,43,1kqb5u8em0tj1k40607w2vtl4,1,12.6,35.7,2025-02-08T15:39:17.648Z,2025-02-08T15:39:17Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773657481,589,52,2,77,44,1kqb5u8em0tj1k40607w2vtl4,1,12.6,35.7,2025-02-08T15:39:18.221Z,2025-02-08T15:39:18Z,,,,,,,,,,,,,,,,,,,,,,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2773657549,590,1,2,77,44,1kqb5u8em0tj1k40607w2vtl4,0,12.6,35.7,2025-02-08T15:39:18.750Z,2025-02-08T15:39:20Z,5501427701,213,6.05,5501427697,141,17,5501427691,199,,5501427699,212,55.7,5501427705,1,,5501427693,56,Right,5501427695,140,64.2,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2773657583,585,61,2,77,46,28au628w8n2jhgujuwh3y5d8k,1,35.9,81.5,2025-02-08T15:39:20.831Z,2025-02-08T15:39:20Z,5501427839,56,Back,,,,,,,,,,,,,,,,,,,,,,b9kf9cu52au3odus91nzktc2y,Jeakson Singh Thounaojam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773657711,591,1,2,77,49,1kqb5u8em0tj1k40607w2vtl4,0,63,18.8,2025-02-08T15:39:23.455Z,2025-02-08T15:39:24Z,5501428489,140,73.4,5501428487,56,Right,5501428491,141,19.1,5501428485,168,,5501428493,212,10.9,5501428483,3,,5501428495,213,0.02,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773657865,586,1,2,77,50,28au628w8n2jhgujuwh3y5d8k,0,31.7,86.2,2025-02-08T15:39:24.838Z,2025-02-08T15:39:28Z,5501429371,140,67,5501429369,56,Center,5501429375,212,53.8,5501429379,1,,5501429373,141,28.8,5501429377,213,5.47,5501429367,157,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773658019,592,1,2,77,55,1kqb5u8em0tj1k40607w2vtl4,0,29.2,68.1,2025-02-08T15:39:29.470Z,2025-02-08T15:39:33Z,5501430115,1,,5501430107,212,38.5,5501430093,157,,5501430101,140,65.7,5501430103,141,63,5501430097,56,Center,5501430111,213,6.19,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773658039,587,44,2,77,58,28au628w8n2jhgujuwh3y5d8k,1,36,41.4,2025-02-08T15:39:32.558Z,2025-02-08T16:39:45Z,5501430191,56,Back,5501430359,233,593,5501430193,285,,,,,,,,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773658045,593,44,2,77,58,1kqb5u8em0tj1k40607w2vtl4,0,64,58.6,2025-02-08T15:39:32.559Z,2025-02-08T16:39:46Z,5501430417,233,587,5501430207,286,,5501430205,56,Center,,,,,,,,,,,,,,,,87ij2wepxhp3jdsgylz99c8dm,Kiyan Nassiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773658103,588,1,2,77,58,28au628w8n2jhgujuwh3y5d8k,1,38.8,48.7,2025-02-08T15:39:32.917Z,2025-02-08T15:39:35Z,5501430499,213,1.17,5501430495,141,69.9,5501430491,56,Back,5501430497,212,15.6,5501430489,3,,5501430493,140,44.6,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773658123,589,61,2,78,0,28au628w8n2jhgujuwh3y5d8k,0,44.6,69.9,2025-02-08T15:39:34.921Z,2025-02-08T15:39:35Z,5501430587,56,Back,,,,,,,,,,,,,,,,,,,,,,b9kf9cu52au3odus91nzktc2y,Jeakson Singh Thounaojam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773658203,594,4,2,78,3,1kqb5u8em0tj1k40607w2vtl4,1,58.2,24.4,2025-02-08T15:39:37.294Z,2025-02-08T15:42:43Z,5501431025,152,,5501431593,233,590,5501431023,56,Center,5501431029,286,,5501431021,13,,5501431027,265,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773658285,590,4,2,78,3,28au628w8n2jhgujuwh3y5d8k,0,41.8,75.6,2025-02-08T15:39:37.295Z,2025-02-08T15:42:43Z,5501431449,265,,5501431447,152,,5501431639,233,594,5501431445,56,Back,5501431451,285,,5501431443,13,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773659195,595,1,2,78,28,1kqb5u8em0tj1k40607w2vtl4,1,62.8,18.8,2025-02-08T15:40:02.911Z,2025-02-08T15:40:33Z,5501436559,213,0.08,5501436551,56,Center,5501436557,212,27.5,5501436549,152,,5501436555,141,22.1,5501440613,189,,5501436547,5,,5501436553,140,88.9,18du6lik5pot8uofj1s1n0nl6,Jitendra Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773659249,596,1,2,78,34,1kqb5u8em0tj1k40607w2vtl4,1,82.2,19.4,2025-02-08T15:40:08.751Z,2025-02-08T15:40:10Z,5501436815,56,Right,5501436827,141,11.4,5501436837,213,3.94,5501436823,140,77.2,5501436831,212,7.6,,,,,,,,,,h8166wj7jjqddgelgyf61nu1,Farukh Choudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773659295,597,1,2,78,36,1kqb5u8em0tj1k40607w2vtl4,0,78.1,14.4,2025-02-08T15:40:10.591Z,2025-02-08T15:40:11Z,5501437019,141,20.7,5501437015,56,Right,5501437023,213,1.04,5501437017,140,80.5,5501437021,212,5,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773659311,591,8,2,78,37,28au628w8n2jhgujuwh3y5d8k,1,24.8,80.9,2025-02-08T15:40:11.788Z,2025-02-08T15:40:11Z,5501437055,56,Back,,,,,,,,,,,,,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773659387,592,1,2,78,38,28au628w8n2jhgujuwh3y5d8k,0,27.9,83,2025-02-08T15:40:12.445Z,2025-02-08T15:40:14Z,5501437453,140,48.1,5501437455,141,75.4,5501437449,56,Back,5501437457,212,21.8,5501437445,157,,5501437459,213,6.04,5501437461,1,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773659577,593,1,2,78,43,28au628w8n2jhgujuwh3y5d8k,0,28.4,78.7,2025-02-08T15:40:17.564Z,2025-02-08T15:40:20Z,5501438477,213,6.1,5501438481,1,,5501438453,157,,5501438463,140,47.4,5501438473,212,20.3,5501438469,141,73.3,5501438461,56,Back,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773659643,598,1,2,78,46,1kqb5u8em0tj1k40607w2vtl4,0,54.1,24.4,2025-02-08T15:40:20.255Z,2025-02-08T15:40:21Z,5501438733,141,36.1,5501438727,3,,5501438737,213,0.39,5501438731,140,72.4,5501438729,56,Center,5501438735,212,20.8,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773659821,594,1,2,78,50,28au628w8n2jhgujuwh3y5d8k,0,36.1,71.1,2025-02-08T15:40:24.671Z,2025-02-08T15:40:27Z,5501439653,212,31.8,5501439643,155,,5501439647,140,59.5,5501439651,141,100,5501439655,213,0.69,5501439645,56,Left,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773659831,595,5,2,78,52,28au628w8n2jhgujuwh3y5d8k,0,60.3,101,2025-02-08T15:40:26.939Z,2025-02-08T16:38:26Z,5501446543,233,599,5501439707,56,Left,5501439709,347,,,,,,,,,,,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773660309,599,5,2,78,52,1kqb5u8em0tj1k40607w2vtl4,1,39.7,-1,2025-02-08T15:40:26.939Z,2025-02-08T16:38:26Z,5501442259,56,Back,5501446517,233,595,5501442261,347,,,,,,,,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773660407,600,1,2,79,7,1kqb5u8em0tj1k40607w2vtl4,1,45.4,0,2025-02-08T15:40:41.328Z,2025-02-08T15:40:44Z,5501442791,212,25.2,5501442787,141,7.4,5501442781,107,,5501442783,56,Right,5501442795,1,,5501442785,140,68.7,5501442793,213,0.24,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773660509,601,1,2,79,10,1kqb5u8em0tj1k40607w2vtl4,0,68,7.6,2025-02-08T15:40:44.720Z,2025-02-08T15:40:48Z,5501443337,141,12.9,5501443341,213,0.65,5501443339,212,5.9,5501443329,3,,5501443331,168,,5501443333,56,Right,5501443335,140,72.5,,,,co1a0flew05hmeteg442x7vmd,Daniel Chima Chukwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773660473,596,44,2,79,11,28au628w8n2jhgujuwh3y5d8k,1,28.1,87.8,2025-02-08T15:40:45.862Z,2025-02-08T16:39:46Z,5501443141,56,Back,5501443643,233,602,5501443143,285,,,,,,,,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773660551,602,44,2,79,11,1kqb5u8em0tj1k40607w2vtl4,0,71.9,12.2,2025-02-08T15:40:45.863Z,2025-02-08T16:39:46Z,5501443525,56,Right,5501443527,286,,5501443669,233,596,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773660537,597,1,2,79,12,28au628w8n2jhgujuwh3y5d8k,0,29.1,89,2025-02-08T15:40:46.160Z,2025-02-08T15:40:48Z,5501443481,141,92.4,5501443489,213,0.4,5501443477,140,34.3,5501443473,3,,5501443485,212,5.9,5501443475,56,Back,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773660595,598,1,2,79,15,28au628w8n2jhgujuwh3y5d8k,0,34.3,92.4,2025-02-08T15:40:49.603Z,2025-02-08T15:40:50Z,5501443783,213,5.32,5501443775,56,Back,5501443779,141,86.9,5501443781,212,4.6,5501443773,3,,5501443777,140,36.8,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773660699,603,1,2,79,16,1kqb5u8em0tj1k40607w2vtl4,1,64.7,13.4,2025-02-08T15:40:50.880Z,2025-02-08T15:40:53Z,5501444307,141,9.7,5501444301,157,,5501444309,212,18.3,5501444313,1,,5501444303,56,Right,5501444311,213,6.15,5501444305,140,82,,,,18du6lik5pot8uofj1s1n0nl6,Jitendra Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773660731,604,1,2,79,19,1kqb5u8em0tj1k40607w2vtl4,0,80.9,5.6,2025-02-08T15:40:53.216Z,2025-02-08T15:40:55Z,5501444809,236,,5501444509,141,8.9,5501444513,213,2.15,5501444815,286,,5501444507,140,79.5,5501444505,56,Right,5501444811,233,599,5501444511,212,2.7,87ij2wepxhp3jdsgylz99c8dm,Kiyan Nassiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773660775,599,74,2,79,19,28au628w8n2jhgujuwh3y5d8k,1,30.5,89,2025-02-08T15:40:53.217Z,2025-02-08T16:22:10Z,5501444727,56,Back,5501444733,285,,5501444879,233,604,,,,,,,,,,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773660843,600,5,2,79,20,28au628w8n2jhgujuwh3y5d8k,0,26.6,101.6,2025-02-08T15:40:55.041Z,2025-02-08T16:38:27Z,5501447637,233,605,5501445149,347,,5501445141,56,Back,,,,,,,,,,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773661309,605,5,2,79,20,1kqb5u8em0tj1k40607w2vtl4,1,73.4,-1.6,2025-02-08T15:40:55.041Z,2025-02-08T16:38:26Z,5501447497,347,,5501447571,233,600,5501447495,56,Right,,,,,,,,,,,,,,,,87ij2wepxhp3jdsgylz99c8dm,Kiyan Nassiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773661455,606,1,2,79,35,1kqb5u8em0tj1k40607w2vtl4,1,79.4,0,2025-02-08T15:41:09.537Z,2025-02-08T15:41:13Z,5501448163,140,90.6,5501448167,212,13,5501448161,56,Right,5501448159,107,,5501448165,141,6.1,5501448169,213,0.43,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773661457,607,61,2,79,39,1kqb5u8em0tj1k40607w2vtl4,0,87.5,2.5,2025-02-08T15:41:13.473Z,2025-02-08T15:41:13Z,5501448177,56,Right,,,,,,,,,,,,,,,,,,,,,,co1a0flew05hmeteg442x7vmd,Daniel Chima Chukwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773661787,601,5,2,79,39,28au628w8n2jhgujuwh3y5d8k,1,14.7,101.8,2025-02-08T15:41:14.073Z,2025-02-08T16:38:27Z,5501449835,347,,5501449833,56,Back,5501449975,233,608,,,,,,,,,,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773661493,608,5,2,79,39,1kqb5u8em0tj1k40607w2vtl4,0,85.3,-1.8,2025-02-08T15:41:14.073Z,2025-02-08T16:38:27Z,5501450023,233,601,5501448345,347,,5501448339,56,Right,,,,,,,,,,,,,,,,co1a0flew05hmeteg442x7vmd,Daniel Chima Chukwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773661697,609,40,2,79,46,1kqb5u8em0tj1k40607w2vtl4,1,0,0,2025-02-08T15:41:20.406Z,2025-02-08T15:41:31Z,5501451173,319,,5501449399,59,"13, 20, 23, 22, 5, 3, 19, 8, 27, 7, 71, 1, 6, 21, 47",5501449403,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0",5501449389,30,"a9gquocdgtb8bpk99a5a110mi, evpkruwe8cis1pfkujwfwr9hx, bepdz3gbb2rxeuae2lt159g16, 8s6nlre415t2uxinzkx3w0xlg, ajkkf12dn8livsb196zp7w0d1, 9o2dyl3cbm2ni3874doydh49h, 3macevv6d8kk7a3na4b3zh2j8, 18du6lik5pot8uofj1s1n0nl6, co1a0flew05hmeteg442x7vmd, 87ij2wepxhp3jdsgylz99c8dm, h8166wj7jjqddgelgyf61nu1, 5sifbrmwnzisvbvutlcx25v1m, a5hmrpq6qy5ac6ir7hd4fajxm, amlbv42tcsqmxktheidr23sru, dej3o41jgebei5deqs5m5fris",5501449405,194,9o2dyl3cbm2ni3874doydh49h,5501449401,130,6,5501449393,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773662015,602,1,2,79,49,28au628w8n2jhgujuwh3y5d8k,1,16.3,100,2025-02-08T15:41:23.372Z,2025-02-08T15:41:30Z,5501451053,140,20.9,5501451063,213,5.1,5501451047,107,,5501451057,141,83.2,5501451051,56,Back,5501451059,212,12.9,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773662065,603,1,2,79,56,28au628w8n2jhgujuwh3y5d8k,1,20.9,83.2,2025-02-08T15:41:30.414Z,2025-02-08T15:41:32Z,5501451383,213,5.25,5501451369,140,49.4,5501451373,141,9.2,5501451385,1,,5501451357,56,Back,5501451355,196,,5501451459,189,,5501451381,212,58.5,6bgcubncyevstsj12znvexbhm,Anwar Ali,,5501451353,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773662171,604,1,2,79,59,28au628w8n2jhgujuwh3y5d8k,1,53.8,7.9,2025-02-08T15:41:34.030Z,2025-02-08T15:41:35Z,5501452011,213,6.05,5501451999,56,Right,5501452005,141,5,5501452009,212,8.5,5501452001,140,61.7,,,,,,,,,,2haf9lri7plf00nrxt5fsyzmx,Nandha Kumar Sekar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773662185,605,50,2,80,1,28au628w8n2jhgujuwh3y5d8k,1,66,8,2025-02-08T15:41:35.470Z,2025-02-08T15:41:42Z,5501452065,286,,5501452527,233,610,5501452063,56,Right,,,,,,,,,,,,,,,,2sqyhih507ep3hv7iwg2gluc5,Richard Celis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773662253,610,7,2,80,1,1kqb5u8em0tj1k40607w2vtl4,0,34,92,2025-02-08T15:41:35.471Z,2025-02-08T15:41:41Z,5501452497,233,605,5501452385,56,Back,5501452389,285,,,,,,,,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773662421,606,1,2,80,4,28au628w8n2jhgujuwh3y5d8k,1,51.6,4.9,2025-02-08T15:41:38.713Z,2025-02-08T15:41:41Z,5501453295,212,13.3,5501453283,56,Right,5501453299,213,6.26,5501453287,140,64.3,5501453289,141,4.4,,,,,,,,,,2haf9lri7plf00nrxt5fsyzmx,Nandha Kumar Sekar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773662493,607,1,2,80,7,28au628w8n2jhgujuwh3y5d8k,1,61.1,4.7,2025-02-08T15:41:41.138Z,2025-02-08T15:41:43Z,5501453789,213,2.42,5501453785,141,21.5,5501453783,140,48.8,5501453787,212,17.2,5501453779,56,Back,,,,,,,,,,2sqyhih507ep3hv7iwg2gluc5,Richard Celis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773662685,608,1,2,80,9,28au628w8n2jhgujuwh3y5d8k,1,50.1,21.8,2025-02-08T15:41:43.281Z,2025-02-08T15:41:49Z,5501454887,140,43.5,5501454891,212,10.9,5501454885,56,Back,5501454893,213,4.02,5501454889,141,9.5,,,,,,,,,,b9kf9cu52au3odus91nzktc2y,Jeakson Singh Thounaojam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773662743,609,1,2,80,15,28au628w8n2jhgujuwh3y5d8k,1,43.4,10.7,2025-02-08T15:41:49.305Z,2025-02-08T15:41:51Z,5501455157,140,46.6,5501455161,212,24.9,5501455159,141,47,5501455163,213,1.44,5501455155,56,Back,,,,,,,,,,5ygjbmzm0l7t0bgv55bvthlyi,Lalchungnunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773662783,610,1,2,80,16,28au628w8n2jhgujuwh3y5d8k,1,49.9,59.3,2025-02-08T15:41:50.824Z,2025-02-08T15:41:52Z,5501455367,212,14.2,5501455373,213,0.64,5501455359,140,60.7,5501455361,141,71.8,5501455353,56,Center,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773662805,611,1,2,80,17,28au628w8n2jhgujuwh3y5d8k,1,60.7,71.8,2025-02-08T15:41:51.499Z,2025-02-08T15:41:52Z,5501455459,213,3.88,5501455455,141,53.7,5501455451,56,Back,5501455457,212,18.2,5501455453,140,47.9,,,,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773662921,612,1,2,80,18,28au628w8n2jhgujuwh3y5d8k,1,47.5,53.7,2025-02-08T15:41:52.595Z,2025-02-08T15:41:56Z,5501456001,56,Center,5501456009,213,0.64,5501456005,141,67.3,5501456003,140,59.4,5501456007,212,15.5,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773663107,613,1,2,80,22,28au628w8n2jhgujuwh3y5d8k,1,62.4,72.4,2025-02-08T15:41:56.195Z,2025-02-08T15:42:02Z,5501456931,155,,5501456939,212,26.1,5501456941,213,6.04,5501456937,141,63.3,5501456935,140,86.5,5501456933,56,Center,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773663131,614,1,2,80,27,28au628w8n2jhgujuwh3y5d8k,0,91.8,83.6,2025-02-08T15:42:01.938Z,2025-02-08T15:42:03Z,5501457037,212,1.3,5501457063,233,611,5501457039,213,4.87,5501457031,56,Left,5501457033,140,92,5501457067,286,,5501457061,236,,5501457035,141,81.7,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773663127,611,74,2,80,27,1kqb5u8em0tj1k40607w2vtl4,1,6.7,15.6,2025-02-08T15:42:01.939Z,2025-02-08T15:42:03Z,5501457103,233,614,5501457017,285,,5501457013,56,Back,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773663167,612,5,2,80,29,1kqb5u8em0tj1k40607w2vtl4,0,9.9,-1.8,2025-02-08T15:42:03.773Z,2025-02-08T16:38:28Z,5501457215,56,Back,5501457503,233,615,5501457217,347,,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773663219,615,5,2,80,29,28au628w8n2jhgujuwh3y5d8k,1,90.1,101.8,2025-02-08T15:42:03.773Z,2025-02-08T16:38:28Z,5501457461,233,612,5501457445,56,Left,5501457447,347,,,,,,,,,,,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773663255,616,1,2,80,31,28au628w8n2jhgujuwh3y5d8k,1,90.3,100,2025-02-08T15:42:05.429Z,2025-02-08T15:42:06Z,5501457593,107,,5501457607,212,8.9,5501457595,56,Left,5501457611,213,3.75,5501457599,140,83.4,5501457603,141,93.9,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773663295,617,1,2,80,32,28au628w8n2jhgujuwh3y5d8k,1,83.4,93.9,2025-02-08T15:42:06.664Z,2025-02-08T15:42:07Z,5501457791,141,97.7,5501457795,212,6.3,5501457783,56,Left,5501457801,213,0.42,5501457785,140,88.9,,,,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773663317,618,1,2,80,33,28au628w8n2jhgujuwh3y5d8k,0,88.9,97.7,2025-02-08T15:42:07.822Z,2025-02-08T15:42:11Z,5501457911,141,95,5501457913,212,1.9,5501457909,140,88.3,5501458315,233,613,5501458321,286,,5501458313,236,,5501457907,56,Left,5501457915,213,4.38,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773663373,613,74,2,80,33,1kqb5u8em0tj1k40607w2vtl4,1,10.1,7.3,2025-02-08T15:42:07.823Z,2025-02-08T16:22:10Z,5501458265,285,,5501458369,233,618,5501458263,56,Back,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
