id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value,teamName,Position
2787371723,553,1,2,66,47,d65t4cxgbtgc2ztx2n88b8tii,0,99.3,99.5,2025-03-12T15:25:25.347Z,2025-03-12T16:02:09Z,5576432917,6,,5576432929,212,33.9,5576432923,56,Center,5576432915,2,,5576432921,223,,5576432919,155,,5576432927,141,50.9,5576432931,213,4.49,1cz2q65pbg4w6698n6dy028rt,Andrei Alba,5576432925,140,92.3,,5576432933,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371731,554,43,2,66,50,d65t4cxgbtgc2ztx2n88b8tii,1,0,0,2025-03-12T15:25:28.409Z,2025-03-12T15:26:32Z,5576433015,56,Center,5576433017,346,0,5576433453,144,5,,,,,,,,,,,,,,,,91uv3tace3n1v7v7422lisi5l,Arshdeep Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,Goalkeeper
2787371735,542,4,2,67,2,5yvw8xpbzap5lhlze04odtgk4,1,10.8,55,2025-03-12T15:25:41.020Z,2025-03-12T16:02:23Z,5576433035,152,,5576433051,233,555,5576433033,56,Back,5576453555,295,,5576433039,285,,5576433031,13,,,,,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371733,555,4,2,67,2,d65t4cxgbtgc2ztx2n88b8tii,0,89.2,45,2025-03-12T15:25:41.021Z,2025-03-12T16:02:34Z,5576433043,56,Center,5576433049,286,,5576433063,233,542,5576433041,13,,5576433045,152,,5576453637,295,,,,,,,,epjm2k6lplvween8gexdifyi2,Alex Saji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371737,543,1,2,67,7,5yvw8xpbzap5lhlze04odtgk4,0,10.9,55.2,2025-03-12T15:25:45.468Z,2025-03-12T16:03:08Z,5576433087,1,,5576433075,152,,5576433077,56,Center,5576433085,213,0.03,5576433081,141,57.5,5576433071,5,,5576433073,157,,5576433083,212,49.4,eraojginbnda524w48mv1i4us,Nora Fernandes,5576433079,140,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,Goalkeeper
2787375193,747,44,2,67,7,d65t4cxgbtgc2ztx2n88b8tii,1,36.8,28.6,2025-03-12T15:25:46.197Z,2025-03-12T16:10:18Z,5576454203,285,,5576454217,233,750,5576454201,56,Back,,,,,,,,,,,,,,,,1cz2q65pbg4w6698n6dy028rt,Andrei Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787375187,750,44,2,67,8,5yvw8xpbzap5lhlze04odtgk4,0,63.2,71.4,2025-03-12T15:25:46.198Z,2025-03-12T16:10:19Z,5576454223,233,747,5576454199,286,,5576454197,56,Center,,,,,,,,,,,,,,,,dy0x2kt0h4e6fahxns2k5t2c4,Amawia (Lalthanmawia Renthlei),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787375237,748,12,2,67,9,d65t4cxgbtgc2ztx2n88b8tii,1,38.5,23.8,2025-03-12T15:25:47.198Z,2025-03-12T16:14:48Z,5576460143,15,,5576454513,213,0.97,5576454505,56,Center,5576454507,140,52.1,5576454509,141,54.4,5576454511,212,25.2,,,,,,,1cz2q65pbg4w6698n6dy028rt,Andrei Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787375241,751,1,2,67,10,5yvw8xpbzap5lhlze04odtgk4,1,39.6,37.7,2025-03-12T15:25:48.198Z,2025-03-12T16:04:21Z,5576454525,213,2.58,5576454519,140,28.7,5576454523,212,13.5,5576454515,3,,5576454517,56,Back,5576454521,141,48.2,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371739,544,1,2,67,11,5yvw8xpbzap5lhlze04odtgk4,1,32.3,57.2,2025-03-12T15:25:49.756Z,2025-03-12T15:25:52Z,5576433115,140,14,5576433113,56,Back,5576433117,141,45.1,5576433119,212,20.9,5576433121,213,3.55,,,,,,,,,,bcjkyeu4gtghgy9khmmob9g45,Dusan Lagator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371741,545,1,2,67,14,5yvw8xpbzap5lhlze04odtgk4,0,14,36.7,2025-03-12T15:25:52.604Z,2025-03-12T15:25:53Z,5576433133,212,38.9,5576433127,56,Back,5576433125,157,,5576433131,141,22.5,5576433135,213,6.03,5576433137,1,,5576433129,140,49.9,,,,eraojginbnda524w48mv1i4us,Nora Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,Goalkeeper
2787371745,556,1,2,67,17,d65t4cxgbtgc2ztx2n88b8tii,0,50.4,78,2025-03-12T15:25:55.797Z,2025-03-12T16:04:32Z,5576433191,141,100,5576433187,56,Left,5576433185,3,,5576433193,212,24.8,5576433189,140,68.6,5576433195,213,0.69,,,,,,,2utdfp1sj3pzsr2k9b3khmnoq,Manoj Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371749,546,5,2,67,18,5yvw8xpbzap5lhlze04odtgk4,1,33.4,-1.5,2025-03-12T15:25:56.604Z,2025-03-12T15:34:17Z,5576433203,56,Back,5576433205,347,,5576433209,233,557,,,,,,,,,,,,,,,,eraojginbnda524w48mv1i4us,Nora Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,Goalkeeper
2787371747,557,5,2,67,18,d65t4cxgbtgc2ztx2n88b8tii,0,66.6,101.5,2025-03-12T15:25:56.604Z,2025-03-12T15:34:17Z,5576433201,347,,5576433213,233,546,5576433199,56,Left,,,,,,,,,,,,,,,,2utdfp1sj3pzsr2k9b3khmnoq,Manoj Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371757,547,1,2,67,21,5yvw8xpbzap5lhlze04odtgk4,1,36.5,0,2025-03-12T15:25:59.532Z,2025-03-12T15:26:03Z,5576433239,107,,5576433247,212,43.8,5576433245,141,11.3,5576433241,56,Right,5576433249,213,0.21,5576433251,1,,5576433243,140,77.3,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787376719,754,1,2,67,25,5yvw8xpbzap5lhlze04odtgk4,1,76.2,4.7,2025-03-12T15:26:03.198Z,2025-03-12T16:23:39Z,5576464109,141,15.5,5576464113,213,0.67,5576464107,140,85,5576464111,212,11.8,5576464105,56,Right,,,,,,,,,,dy0x2kt0h4e6fahxns2k5t2c4,Amawia (Lalthanmawia Renthlei),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371763,548,1,2,67,25,5yvw8xpbzap5lhlze04odtgk4,1,92,23.7,2025-03-12T15:26:03.724Z,2025-03-12T15:26:46Z,5576433499,210,13,5576433301,141,52.3,5576433297,56,Center,5576433303,212,19.9,5576433299,140,95.9,5576433501,154,,5576433305,213,1.36,,,,5arf4f4k8om3ux3rryhincxzo,Korou Singh Thingujam,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371765,549,13,2,67,29,5yvw8xpbzap5lhlze04odtgk4,1,96.1,49.9,2025-03-12T15:26:07.637Z,2025-03-12T16:04:36Z,5576433441,72,,5576433515,73,,5576433529,214,,5576433311,16,,5576433517,29,,5576433313,56,Center,5576433521,55,548,5576433535,231,50.2,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,5576433531,328,,,5576433525,102,5576433309,22,,5576433519,154,,5576433527,103,64.9,,18.1,5576433533,230,,,,,,,,,,,99.5,,,,,,,,,,,,Kerala Blasters FC,
2787371793,550,5,2,67,30,5yvw8xpbzap5lhlze04odtgk4,0,101,59.7,2025-03-12T15:26:08.535Z,2025-03-12T15:34:18Z,5576433435,346,,5576433433,56,Center,5576433445,233,558,,,,,,,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371773,558,5,2,67,30,d65t4cxgbtgc2ztx2n88b8tii,1,-1,40.3,2025-03-12T15:26:08.535Z,2025-03-12T15:34:18Z,5576433367,346,,5576433437,233,550,5576433365,56,Back,,,,,,,,,,,,,,,,7nl0hn7670l84eqqbp2ecjdux,Stefan Šapić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371809,559,1,2,68,5,d65t4cxgbtgc2ztx2n88b8tii,0,5,37,2025-03-12T15:26:43.695Z,2025-03-12T15:26:45Z,5576433559,213,0.69,5576433553,140,55.8,5576433563,74,,5576433561,1,,5576433551,56,Left,5576433549,124,,5576433557,212,69,5576433555,141,100,91uv3tace3n1v7v7422lisi5l,Arshdeep Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,Goalkeeper
2787371823,551,5,2,68,7,5yvw8xpbzap5lhlze04odtgk4,1,39.4,-1.4,2025-03-12T15:26:45.687Z,2025-03-12T15:34:19Z,5576433599,56,Back,5576433601,347,,5576433607,233,560,,,,,,,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371811,560,5,2,68,7,d65t4cxgbtgc2ztx2n88b8tii,0,60.6,101.4,2025-03-12T15:26:45.687Z,2025-03-12T15:34:19Z,5576433623,233,551,5576433569,189,,5576433567,347,,5576433565,56,Left,,,,,,,,,,,,,91uv3tace3n1v7v7422lisi5l,Arshdeep Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,Goalkeeper
2787371825,552,1,2,68,14,5yvw8xpbzap5lhlze04odtgk4,1,31.4,0,2025-03-12T15:26:53.102Z,2025-03-12T15:26:55Z,5576433631,140,58.3,5576433627,107,,5576433639,1,,5576433633,141,17.7,5576433629,56,Right,5576433637,213,0.43,5576433635,212,31.1,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371827,553,1,2,68,17,5yvw8xpbzap5lhlze04odtgk4,1,58.3,17.7,2025-03-12T15:26:55.358Z,2025-03-12T15:26:59Z,5576433677,213,6.05,5576433669,56,Right,5576433673,141,13.4,5576433675,212,12.7,5576433671,140,70.1,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371831,554,61,2,68,20,5yvw8xpbzap5lhlze04odtgk4,0,72.6,12.2,2025-03-12T15:26:58.598Z,2025-03-12T16:04:46Z,5576433691,56,Right,,,,,,,,,,,,,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,Korou Singh Thingujam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371829,561,12,2,68,20,d65t4cxgbtgc2ztx2n88b8tii,1,12.8,89.2,2025-03-12T15:26:59.118Z,2025-03-12T15:27:00Z,5576433681,56,Back,5576433697,167,,5576433687,212,15.6,5576433689,213,0.57,5576433685,141,100,5576433683,140,25.3,,,,,,,2utdfp1sj3pzsr2k9b3khmnoq,Manoj Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371835,555,5,2,68,21,5yvw8xpbzap5lhlze04odtgk4,1,70.3,-1.4,2025-03-12T15:26:59.732Z,2025-03-12T15:34:19Z,5576433725,347,,5576433723,56,Right,5576433727,233,562,,,,,,,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,Korou Singh Thingujam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371833,562,5,2,68,21,d65t4cxgbtgc2ztx2n88b8tii,0,29.7,101.4,2025-03-12T15:26:59.732Z,2025-03-12T15:34:20Z,5576433733,233,555,5576433695,347,,5576433693,56,Back,,,,,,,,,,,,,,,,2utdfp1sj3pzsr2k9b3khmnoq,Manoj Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371841,556,1,2,68,37,5yvw8xpbzap5lhlze04odtgk4,1,62.3,0,2025-03-12T15:27:15.359Z,2025-03-12T15:27:19Z,5576433765,212,11.2,5576433757,107,,5576433767,213,0.91,5576433761,140,68.8,5576433763,141,11.3,5576433759,56,Right,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371843,557,50,2,68,39,5yvw8xpbzap5lhlze04odtgk4,1,75.7,12.1,2025-03-12T15:27:18.158Z,2025-03-12T15:56:13Z,5576433813,233,563,5576433771,56,Right,5576433773,286,,,,,,,,,,,,,,,,,dy0x2kt0h4e6fahxns2k5t2c4,Amawia (Lalthanmawia Renthlei),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371837,563,7,2,68,39,d65t4cxgbtgc2ztx2n88b8tii,1,24.3,87.9,2025-03-12T15:27:18.159Z,2025-03-12T15:56:13Z,5576433797,233,557,5576433747,167,,5576433749,56,Back,5576433751,285,,,,,,,,,,,,,,7nl0hn7670l84eqqbp2ecjdux,Stefan Šapić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371851,558,5,2,68,40,5yvw8xpbzap5lhlze04odtgk4,1,74.6,-1.8,2025-03-12T15:27:19.063Z,2025-03-12T15:34:20Z,5576433829,233,564,5576433827,347,,5576433825,56,Right,,,,,,,,,,,,,,,,dy0x2kt0h4e6fahxns2k5t2c4,Amawia (Lalthanmawia Renthlei),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371839,564,5,2,68,40,d65t4cxgbtgc2ztx2n88b8tii,0,25.4,101.8,2025-03-12T15:27:19.063Z,2025-03-12T15:34:20Z,5576433839,233,558,5576433753,56,Back,5576433755,347,,,,,,,,,,,,,,,,,7nl0hn7670l84eqqbp2ecjdux,Stefan Šapić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371859,559,1,2,68,45,5yvw8xpbzap5lhlze04odtgk4,1,66.7,0,2025-03-12T15:27:24.014Z,2025-03-12T15:27:28Z,5576433863,212,5.1,5576433859,140,65.8,5576433861,141,5.8,5576433865,213,1.76,5576433855,107,,5576433857,56,Right,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371861,560,61,2,68,46,5yvw8xpbzap5lhlze04odtgk4,0,71.4,7.1,2025-03-12T15:27:24.640Z,2025-03-12T16:08:27Z,5576433869,56,Right,,,,,,,,,,,,,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371863,565,61,2,68,47,d65t4cxgbtgc2ztx2n88b8tii,1,21.5,86.7,2025-03-12T15:27:26.103Z,2025-03-12T16:08:30Z,5576433875,56,Back,,,,,,,,,,,,,,,,,,,,,,7i6kz4bfox0j52efjxfa34mj8,Devendra Murgaokar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787375549,749,1,2,68,48,d65t4cxgbtgc2ztx2n88b8tii,0,19.9,86.9,2025-03-12T15:27:26.198Z,2025-03-12T16:09:37Z,5576456489,212,5.3,5576456483,56,Back,5576457417,236,,5576456481,157,,5576457423,286,,5576456491,213,4.63,5576456487,141,79.2,5576456485,140,19.5,3ddplpbiqnmaisa6t058w2tm2,Ayush Adhikari,5576457419,233,752,,5576456493,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787375691,752,74,2,68,48,5yvw8xpbzap5lhlze04odtgk4,1,75.8,23.7,2025-03-12T15:27:26.199Z,2025-03-12T16:10:19Z,5576457425,233,749,5576457415,285,,5576457413,56,Center,,,,,,,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371867,566,12,2,68,49,d65t4cxgbtgc2ztx2n88b8tii,1,11.3,61.8,2025-03-12T15:27:27.919Z,2025-03-12T16:08:40Z,5576433905,213,0.2,5576433903,212,18.1,5576433901,141,67,5576433899,140,28.2,5576433897,56,Back,,,,,,,,,,7nl0hn7670l84eqqbp2ecjdux,Stefan Šapić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371865,561,61,2,68,50,5yvw8xpbzap5lhlze04odtgk4,1,66.2,26.5,2025-03-12T15:27:28.561Z,2025-03-12T16:08:44Z,5576433885,56,Center,,,,,,,,,,,,,,,,,,,,,,ap6n4q8c3c5cj9ilb8bxcy9sk,Vibin Mohanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371869,567,1,2,68,55,d65t4cxgbtgc2ztx2n88b8tii,1,28.2,67,2025-03-12T15:27:33.871Z,2025-03-12T15:27:36Z,5576433925,213,2.06,5576433919,140,25.7,5576433923,212,5.6,5576433915,3,,5576433917,56,Back,5576433921,141,74.3,,,,,,,77w23oif80n182nsktwf43949,Issac Vanmalsawma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371871,568,50,2,68,58,d65t4cxgbtgc2ztx2n88b8tii,1,29.9,75.2,2025-03-12T15:27:36.462Z,2025-03-12T15:56:14Z,5576433955,233,562,5576433929,56,Back,5576433931,285,,,,,,,,,,,,,,,,,3ddplpbiqnmaisa6t058w2tm2,Ayush Adhikari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371873,562,7,2,68,58,5yvw8xpbzap5lhlze04odtgk4,0,70.1,24.8,2025-03-12T15:27:36.463Z,2025-03-12T15:56:14Z,5576433945,286,,5576433933,56,Center,5576433941,233,568,,,,,,,,,,,,,,,,3an8bc2nxiodsw6rbcgji1ilm,Danish Farooq Bhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371877,569,1,2,69,0,d65t4cxgbtgc2ztx2n88b8tii,0,22.1,79.2,2025-03-12T15:27:38.639Z,2025-03-12T15:27:40Z,5576433967,140,64.4,5576433965,56,Left,5576433975,1,,5576433971,212,44.4,5576433969,141,81,5576433963,157,,5576433973,213,0.03,,,,2utdfp1sj3pzsr2k9b3khmnoq,Manoj Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371879,563,1,2,69,5,5yvw8xpbzap5lhlze04odtgk4,1,27,25.8,2025-03-12T15:27:43.295Z,2025-03-12T15:27:45Z,5576434003,56,Back,5576434005,140,38.4,5576434009,212,18.2,5576434011,213,5.43,5576434007,141,5.6,,,,,,,,,,bcjkyeu4gtghgy9khmmob9g45,Dusan Lagator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371881,564,1,2,69,7,5yvw8xpbzap5lhlze04odtgk4,0,38.2,4.3,2025-03-12T15:27:45.487Z,2025-03-12T15:27:46Z,5576434021,212,23.5,5576434023,213,0.12,5576434015,56,Right,5576434019,141,8.3,5576434017,140,60.4,,,,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371883,570,8,2,69,8,d65t4cxgbtgc2ztx2n88b8tii,1,35.5,86.7,2025-03-12T15:27:46.872Z,2025-03-12T15:27:47Z,5576434025,56,Back,,,,,,,,,,,,,,,,,,,,,,2utdfp1sj3pzsr2k9b3khmnoq,Manoj Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371885,571,49,2,69,10,d65t4cxgbtgc2ztx2n88b8tii,1,44.6,80.6,2025-03-12T15:27:48.312Z,2025-03-12T15:27:48Z,,,,,,,,,,,,,,,,,,,,,,,,,77w23oif80n182nsktwf43949,Issac Vanmalsawma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371887,572,1,2,69,10,d65t4cxgbtgc2ztx2n88b8tii,1,44.6,80.6,2025-03-12T15:27:48.519Z,2025-03-12T15:27:49Z,5576434031,141,85.8,5576434029,140,44.1,5576434027,56,Back,5576434035,213,1.72,5576434033,212,3.6,,,,,,,,,,77w23oif80n182nsktwf43949,Issac Vanmalsawma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371891,573,1,2,69,11,d65t4cxgbtgc2ztx2n88b8tii,1,44.1,85.8,2025-03-12T15:27:49.535Z,2025-03-12T15:27:51Z,5576434063,141,95.9,5576434059,56,Left,5576434061,140,52.6,5576434065,212,11.3,5576434067,213,0.66,,,,,,,,,,2utdfp1sj3pzsr2k9b3khmnoq,Manoj Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371895,574,1,2,69,12,d65t4cxgbtgc2ztx2n88b8tii,0,52.6,95.9,2025-03-12T15:27:51.056Z,2025-03-12T15:27:52Z,5576434079,141,93.3,5576434083,213,4.71,5576434081,212,1.8,5576434085,236,,5576434077,140,52.6,5576434091,286,,5576434087,233,565,5576434075,56,Left,7i6kz4bfox0j52efjxfa34mj8,Devendra Murgaokar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371893,565,74,2,69,12,5yvw8xpbzap5lhlze04odtgk4,1,50.6,9.8,2025-03-12T15:27:51.057Z,2025-03-12T15:34:09Z,5576434107,233,574,5576434071,56,Right,5576434073,285,,,,,,,,,,,,,,,,,3an8bc2nxiodsw6rbcgji1ilm,Danish Farooq Bhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371903,566,5,2,69,15,5yvw8xpbzap5lhlze04odtgk4,0,45.4,-1.2,2025-03-12T15:27:53.320Z,2025-03-12T15:34:21Z,5576434171,233,575,5576434131,56,Back,5576434133,347,,,,,,,,,,,,,,,,,3an8bc2nxiodsw6rbcgji1ilm,Danish Farooq Bhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371905,575,5,2,69,15,d65t4cxgbtgc2ztx2n88b8tii,1,54.6,101.2,2025-03-12T15:27:53.320Z,2025-03-12T15:34:21Z,5576434167,233,566,5576434135,56,Left,5576434137,347,,,,,,,,,,,,,,,,,7i6kz4bfox0j52efjxfa34mj8,Devendra Murgaokar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371929,576,1,2,69,38,d65t4cxgbtgc2ztx2n88b8tii,0,53.8,100,2025-03-12T15:28:16.848Z,2025-03-12T15:28:18Z,5576434251,141,87.8,5576434249,140,61.2,5576434253,212,12,5576434259,189,,5576434245,107,,5576434247,56,Left,5576434255,213,5.42,,,,7i6kz4bfox0j52efjxfa34mj8,Devendra Murgaokar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787371935,567,1,2,69,40,5yvw8xpbzap5lhlze04odtgk4,1,44.6,2.9,2025-03-12T15:28:18.656Z,2025-03-12T16:15:48Z,5576434283,141,8.6,5576434285,212,3.9,5576434279,56,Back,5576434287,213,1.57,5576434281,140,44.6,,,,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371937,568,1,2,69,41,5yvw8xpbzap5lhlze04odtgk4,0,45.6,9.5,2025-03-12T15:28:19.488Z,2025-03-12T15:28:20Z,5576434299,213,0.12,5576434297,212,24.8,5576434295,141,14,5576434293,140,69,5576434291,56,Right,,,,,,,,,,3an8bc2nxiodsw6rbcgji1ilm,Danish Farooq Bhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371943,569,1,2,69,43,5yvw8xpbzap5lhlze04odtgk4,1,62.8,8.8,2025-03-12T15:28:21.488Z,2025-03-12T15:28:23Z,5576434321,141,17.1,5576434323,212,6.4,5576434317,56,Right,5576434325,213,2.05,5576434319,140,60,,,,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787371947,570,1,2,69,44,5yvw8xpbzap5lhlze04odtgk4,0,59.2,19.2,2025-03-12T15:28:22.233Z,2025-03-12T16:15:57Z,5576434347,56,Left,5576434345,196,,5576434357,1,,5576434355,213,1.19,5576434349,140,75.6,5576434351,141,82.4,5576434343,155,,5576434353,212,46.3,3an8bc2nxiodsw6rbcgji1ilm,Danish Farooq Bhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
